t, ir, imu 
171.22000, 737.98254, 32244.00000
171.27000, -86.80007, 31760.00000
171.32000, -288.24452, 31024.00000
171.37000, -383.00291, 31922.00000
171.42000, -58.61331, 31512.00000
171.47000, 146.96611, 31658.00000
171.52000, 73.17318, 32312.00000
171.57000, 429.10674, 31964.00000
171.62000, 391.60172, 32752.00000
171.67000, 469.92222, 32280.00000
171.72000, 439.91720, 31464.00000
171.77000, -43.18978, 32334.00000
171.82000, 165.17515, 30748.00000
171.87000, -107.52527, 31760.00000
171.92000, -125.23204, 31658.00000
171.97000, 253.44409, 32104.00000
172.02000, 215.24849, 31508.00000
172.07000, 108.33907, 31836.00000
172.12000, 45.62079, 31346.00000
172.17000, 10.83804, 31376.00000
172.22000, -103.53161, 31596.00000
172.27000, 53.10040, 31622.00000
172.32000, 85.81281, 31634.00000
172.37000, 56.22156, 31696.00000
172.42000, 64.74229, 31434.00000
172.47000, -26.44597, 31810.00000
172.52000, 34.19167, 31536.00000
172.57000, 26.73741, 32228.00000
172.62000, 127.67036, 31610.00000
172.67000, 47.86119, 31228.00000
172.72000, -281.90455, 31816.00000
172.77000, -51.72479, 31616.00000
172.82000, 17.37448, 31676.00000
172.87000, -80.01591, 31570.00000
172.92000, -62.85432, 31814.00000
172.97000, -14.12120, 31882.00000
173.02000, 50.20449, 31760.00000
173.07000, -24.20621, 30892.00000
173.12000, -319.25220, 31698.00000
173.17000, -145.99225, 31832.00000
173.22000, 153.54768, 30480.00000
173.27000, -356.67099, 32100.00000
173.32000, -6.18917, 31302.00000
173.37000, 185.03245, 30592.00000
173.42000, -382.26433, 31242.00000
173.47000, -93.79379, 30158.00000
173.52000, -201.94822, 31298.00000
173.57000, -38.13069, 31054.00000
173.62000, 263.18607, 31298.00000
173.67000, 139.87213, 31184.00000
173.72000, 183.84489, 31542.00000
173.77000, 230.22303, 30118.00000
173.82000, -171.97188, 31674.00000
173.87000, 76.46958, 27844.00000
173.92000, -668.85158, 28646.00000
173.97000, -1068.12708, 29204.00000
174.02000, -15.29644, 30520.00000
174.07000, 457.36928, 29510.00000
174.12000, 339.24845, 26458.00000
174.17000, -861.35549, 34848.00000
174.22000, 1553.39854, 39190.00000
174.27000, 4302.78120, 38936.00000
174.32000, 3020.10463, 30210.00000
174.37000, -907.86339, 18898.00000
174.42000, -5853.06062, 28746.00000
174.47000, -2776.77859, 34200.00000
174.52000, 2296.37908, 34790.00000
174.57000, 1881.74970, 32680.00000
174.62000, 576.23253, 28794.00000
174.67000, -1172.70161, 27624.00000
174.72000, -1848.59555, 32226.00000
174.77000, 113.65077, 31632.00000
174.82000, 806.33978, 32008.00000
174.87000, 195.64829, 30758.00000
174.92000, -33.03611, 31144.00000
174.97000, -208.66683, 29678.00000
175.02000, -433.03828, 30608.00000
175.07000, -351.38810, 32262.00000
175.12000, 565.10179, 31204.00000
175.17000, 307.87331, 30880.00000
175.22000, -194.48918, 32278.00000
175.27000, 340.10716, 30942.00000
175.32000, 92.47978, 31566.00000
175.37000, -134.41546, 31080.00000
175.42000, -2.17423, 31634.00000
175.47000, -21.06381, 32064.00000
175.52000, 252.73382, 43507.00000
175.57000, 3634.90677, 31136.00000
175.62000, 858.19928, 31650.00000
175.67000, -2678.82653, 31736.00000
175.72000, -749.43620, 31296.00000
175.77000, -1080.31099, 31426.00000
175.82000, -909.60666, 32066.00000
175.87000, -401.54987, 31494.00000
175.92000, -399.06499, 31324.00000
175.97000, -480.29717, 32064.00000
176.02000, -69.09469, 31496.00000
176.07000, -37.00901, 30826.00000
176.12000, -342.31115, 31706.00000
176.17000, 23.89398, 31860.00000
176.22000, 347.22606, 31254.00000
176.27000, 89.32320, 31342.00000
