t, ir, imu 
39.03000, 8.22947, -1368.00000
39.08000, 6.05675, -1998.00000
39.13000, 3.14951, -1754.00000
39.18000, 0.99115, -2392.00000
39.23000, 0.71000, -2584.00000
39.28000, 0.88069, 140.00000
39.33000, -0.80217, 64.00000
39.38000, -3.71851, 1790.00000
39.43000, -5.66981, 1132.00000
39.48000, -4.02337, 1170.00000
39.53000, 0.82825, 1088.00000
39.58000, 3.82003, -516.00000
39.63000, 2.05931, -234.00000
39.68000, -2.33974, 366.00000
39.73000, -4.86518, 222.00000
39.78000, -2.72525, -820.00000
39.83000, 2.92865, -1168.00000
39.88000, 8.11038, -1644.00000
39.93000, 8.24819, -1808.00000
39.98000, 3.62223, -2216.00000
40.03000, 0.09699, -1508.00000
40.08000, 0.75604, -2186.00000
40.13000, 2.03627, -3552.00000
40.18000, 0.61606, -1616.00000
40.23000, -2.04736, -1658.00000
40.28000, -3.35553, -992.00000
40.33000, -2.74376, -568.00000
40.38000, -1.87179, 5588.00000
40.43000, -2.57527, 9132.00000
40.48000, -3.27077, 13204.00000
40.53000, -1.93160, 9950.00000
40.58000, -0.17664, 9028.00000
40.63000, 0.61359, 7846.00000
40.68000, 0.93793, 10258.00000
40.73000, 0.75302, 8682.00000
40.78000, -0.06934, 7210.00000
40.83000, -0.55794, 4000.00000
40.88000, -0.23368, 2730.00000
40.93000, -0.02398, 2844.00000
40.98000, 0.09360, 1568.00000
41.03000, 0.88404, 280.00000
41.08000, 1.67975, -478.00000
41.13000, 1.36154, -1450.00000
41.18000, -0.32114, -1848.00000
41.23000, -2.82351, -3266.00000
41.28000, -4.14489, -3972.00000
41.33000, -2.47128, -5032.00000
41.38000, 0.56079, -4978.00000
41.43000, 2.39691, -4750.00000
41.48000, 2.69524, -4222.00000
41.53000, 1.24597, -4480.00000
41.58000, -1.39113, -4972.00000
41.63000, -2.18503, -5510.00000
41.68000, -0.14158, -5282.00000
41.73000, 1.78261, -4126.00000
41.78000, 1.43141, -4426.00000
41.83000, 0.11090, -4984.00000
41.88000, 0.05652, -4146.00000
41.93000, 0.45219, -5112.00000
41.98000, -0.39297, -7204.00000
42.03000, -1.09545, -8562.00000
42.08000, -1.96457, -8342.00000
42.13000, -4.27657, -7440.00000
42.18000, -3.50512, -6304.00000
42.23000, 2.46567, -6030.00000
42.28000, 6.86710, -9064.00000
42.33000, 5.18571, -9632.00000
42.38000, 1.82027, -12720.00000
42.43000, 1.38520, -13508.00000
42.48000, 2.58931, -18334.00000
42.53000, 2.83654, -16456.00000
42.58000, 0.58874, -13062.00000
42.63000, -3.22508, -13358.00000
42.68000, -3.92123, -17448.00000
42.73000, -0.77939, -18662.00000
42.78000, 0.83140, -18764.00000
42.83000, -0.99446, -20382.00000
42.88000, -2.66988, -22352.00000
42.93000, -2.03977, -19494.00000
42.98000, -0.66407, -23526.00000
43.03000, -0.16064, -24764.00000
43.08000, -0.76228, -21874.00000
43.13000, -2.04779, -18790.00000
43.18000, -2.67964, -19056.00000
43.23000, -2.31806, -19732.00000
43.28000, -1.83711, -15252.00000
43.33000, -0.67519, -18674.00000
43.38000, 1.23245, -14910.00000
43.43000, 2.38792, -11306.00000
43.48000, 2.31670, -7716.00000
43.53000, 1.76716, -8166.00000
43.58000, 2.33306, -5456.00000
43.63000, 4.13709, -8694.00000
43.68000, 4.49677, -800.00000
43.73000, 2.35680, -3630.00000
43.78000, -0.18811, -1142.00000
43.83000, -1.17559, 82.00000
43.88000, -0.70173, -1452.00000
43.93000, -0.85704, 2326.00000
43.98000, -2.36738, 2636.00000
44.03000, -3.08053, 3140.00000
44.08000, -2.23073, 2290.00000
44.13000, -0.49858, 2624.00000
44.18000, 1.45899, -2064.00000
44.23000, 0.91952, -2566.00000
44.28000, -2.77736, -4806.00000
44.33000, -4.03984, -6530.00000
44.38000, 0.03045, -14006.00000
44.43000, 3.87855, -17662.00000
44.48000, 3.22670, -19792.00000
44.53000, 2.63452, -20892.00000
44.58000, 6.65341, -21258.00000
44.63000, 8.61181, -19630.00000
44.68000, 2.34670, -17490.00000
44.73000, -5.55200, -13478.00000
44.78000, -7.91456, -11396.00000
